"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"5168","chr07","SGD","gene",22686,23816,NA,"+",NA,"ID=YGL255W;Name=YGL255W;gene=ZRT1;Alias=ZRT1;Ontology_term=GO:0000006,GO:0006830,GO:0005887,GO:0005385,GO:0006810,GO:0006811,GO:0006829,GO:0008270,GO:0016020,GO:0016021,GO:0030001,GO:0046873;Note=High-affinity%20zinc%20transporter%20of%20the%20plasma%20membrane%2C%20responsible%20for%20the%20majority%20of%20zinc%20uptake%3B%20transcription%20is%20induced%20under%20low-zinc%20conditions%20by%20the%20Zap1p%20transcription%20factor;dbxref=SGD:S000003224;orf_classification=Verified","YGL255W"
"5170","chr07","SGD","gene",24012,24911,NA,"+",NA,"ID=YGL254W;Name=YGL254W;gene=FZF1;Alias=FZF1,SUL1,RSU1,NRC299;Ontology_term=GO:0003700,GO:0000316,GO:0045944,GO:0005634,GO:0003676,GO:0003677,GO:0005622,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Transcription%20factor%20involved%20in%20sulfite%20metabolism%2C%20sole%20identified%20regulatory%20target%20is%20SSU1%2C%20overexpression%20suppresses%20sulfite-sensitivity%20of%20many%20unrelated%20mutants%20due%20to%20hyperactivation%20of%20SSU1%2C%20contains%20five%20zinc%20fingers;dbxref=SGD:S000003223;orf_classification=Verified","YGL254W"
"5172","chr07","SGD","gene",25643,27103,NA,"+",NA,"ID=YGL253W;Name=YGL253W;gene=HXK2;Alias=HXK2,SCI2,HKB,HEX1;Ontology_term=GO:0004396,GO:0006000,GO:0001302,GO:0005829,GO:0005634,GO:0006096,GO:0046015,GO:0006006,GO:0006013,GO:0046323,GO:0032445,GO:0008361,GO:0005739,GO:0000166,GO:0003824,GO:0005524,GO:0016301,GO:0016740;Note=Hexokinase%20isoenzyme%202%20that%20catalyzes%20phosphorylation%20of%20glucose%20in%20the%20cytosol%3B%20predominant%20hexokinase%20during%20growth%20on%20glucose%3B%20functions%20in%20the%20nucleus%20to%20repress%20expression%20of%20HXK1%20and%20GLK1%20and%20to%20induce%20expression%20of%20its%20own%20gene;dbxref=SGD:S000003222;orf_classification=Verified","YGL253W"
"5174","chr07","SGD","gene",27426,29192,NA,"-",NA,"ID=YGL252C;Name=YGL252C;gene=RTG2;Alias=RTG2;Ontology_term=GO:0005737,GO:0007242,GO:0030528,GO:0046695,GO:0001310,GO:0031930;Note=Sensor%20of%20mitochondrial%20dysfunction%3B%20regulates%20the%20subcellular%20location%20of%20Rtg1p%20and%20Rtg3p%2C%20transcriptional%20activators%20of%20the%20retrograde%20(RTG)%20and%20TOR%20pathways%3B%20Rtg2p%20is%20inhibited%20by%20the%20phosphorylated%20form%20of%20Mks1p;dbxref=SGD:S000003221;orf_classification=Verified","YGL252C"
"5176","chr07","SGD","gene",29629,33344,NA,"-",NA,"ID=YGL251C;Name=YGL251C;gene=HFM1;Alias=HFM1,MER3;Ontology_term=GO:0003678,GO:0007126,GO:0005634,GO:0006268,GO:0007129,GO:0000166,GO:0003676,GO:0003677,GO:0004386,GO:0005524,GO:0008026,GO:0008270,GO:0016787,GO:0017111,GO:0046872;Note=Meiosis%20specific%20DNA%20helicase%20involved%20in%20the%20conversion%20of%20double-stranded%20breaks%20to%20later%20recombination%20intermediates%20and%20in%20crossover%20control%3B%20catalyzes%20the%20unwinding%20of%20Holliday%20junctions%3B%20has%20ssDNA%20and%20dsDNA%20stimulated%20ATPase%20activity;dbxref=SGD:S000003220;orf_classification=Verified","YGL251C"
"5180","chr07","SGD","gene",33618,34343,NA,"+",NA,"ID=YGL250W;Name=YGL250W;gene=RMR1;Alias=RMR1;Ontology_term=GO:0003674,GO:0008150,GO:0005737,GO:0005634;Note=Putative%20protein%20of%20unknown%20function%3B%20deletion%20mutant%20results%20in%20reduced%20PIS1%20expression%20and%20has%20growth%20defects%20on%20non-fermentable%20carbon%20sources%20and%20on%20minimal%20media%3B%20GFP-fusion%20protein%20localizes%20to%20both%20the%20cytoplasm%20and%20the%20nucleus;dbxref=SGD:S000003219;orf_classification=Uncharacterized","YGL250W"
"5182","chr07","SGD","gene",34806,36920,NA,"+",NA,"ID=YGL249W;Name=YGL249W;gene=ZIP2;Alias=ZIP2;Ontology_term=GO:0007130,GO:0000795,GO:0003674,GO:0007129;Note=Meiosis-specific%20protein%20involved%20in%20normal%20synaptonemal%20complex%20formation%20and%20pairing%20between%20homologous%20chromosomes%20during%20meiosis;dbxref=SGD:S000003218;orf_classification=Verified","YGL249W"
"5184","chr07","SGD","gene",37361,38470,NA,"+",NA,"ID=YGL248W;Name=YGL248W;gene=PDE1;Alias=PDE1;Ontology_term=GO:0004115,GO:0019933,GO:0005575,GO:0004114,GO:0006198,GO:0016787;Note=Low-affinity%20cyclic%20AMP%20phosphodiesterase%2C%20controls%20glucose%20and%20intracellular%20acidification-induced%20cAMP%20signaling%2C%20target%20of%20the%20cAMP-protein%20kinase%20A%20(PKA)%20pathway%3B%20glucose%20induces%20transcription%20and%20inhibits%20translation;dbxref=SGD:S000003217;orf_classification=Verified","YGL248W"
"5186","chr07","SGD","gene",38641,39234,NA,"+",NA,"ID=YGL247W;Name=YGL247W;gene=BRR6;Alias=BRR6;Ontology_term=GO:0005635,GO:0003674,GO:0006998,GO:0006406,GO:0006611,GO:0005634,GO:0006810,GO:0016020,GO:0016021,GO:0051028;Note=Essential%20nuclear%20envelope%20integral%20membrane%20protein%20required%20for%20nuclear%20transport%3B%20depletion%20alters%20nucleoporin%20distribution%20and%20nuclear%20envelope%20morphology%2C%20suggesting%20a%20role%20in%20the%20spatial%20organization%20of%20nuclear%20pores;dbxref=SGD:S000003216;orf_classification=Verified","YGL247W"
"5188","chr07","SGD","gene",39325,40488,NA,"-",NA,"ID=YGL246C;Name=YGL246C;gene=RAI1;Alias=RAI1;Ontology_term=GO:0000463,GO:0000466,GO:0030234,GO:0005634,GO:0030846,GO:0006350,GO:0006353,GO:0006355,GO:0006364,GO:0006397;Note=Nuclear%20protein%20that%20binds%20to%20and%20stabilizes%20the%20exoribonuclease%20Rat1p%2C%20required%20for%20pre-rRNA%20processing;dbxref=SGD:S000003215;orf_classification=Verified","YGL246C"
"5190","chr07","SGD","gene",40731,42857,NA,"+",NA,"ID=YGL245W;Name=YGL245W;gene=GUS1;Alias=GUS1,GSN1;Ontology_term=GO:0004818,GO:0006424,GO:0017102,GO:0005737,GO:0000166,GO:0004812,GO:0005524,GO:0006412,GO:0006418,GO:0016874;Note=Glutamyl-tRNA%20synthetase%20(GluRS)%2C%20forms%20a%20complex%20with%20methionyl-tRNA%20synthetase%20(Mes1p)%20and%20Arc1p%3B%20complex%20formation%20increases%20the%20catalytic%20efficiency%20of%20both%20tRNA%20synthetases%20and%20ensures%20their%20correct%20localization%20to%20the%20cytoplasm;dbxref=SGD:S000003214;orf_classification=Verified","YGL245W"
"5192","chr07","SGD","gene",43206,44882,NA,"+",NA,"ID=YGL244W;Name=YGL244W;gene=RTF1;Alias=RTF1,CSL3;Ontology_term=GO:0016593,GO:0006366,GO:0008023,GO:0016944,GO:0006368,GO:0005634,GO:0016571,GO:0000723,GO:0010390,GO:0006350,GO:0006355;Note=Subunit%20of%20the%20RNA%20polymerase%20II-associated%20Paf1%20complex%3B%20directly%20or%20indirectly%20regulates%20DNA-binding%20properties%20of%20Spt15p%20and%20relative%20activities%20of%20different%20TATA%20elements%3B%20involved%20in%20telomere%20maintenance;dbxref=SGD:S000003213;orf_classification=Verified","YGL244W"
"5194","chr07","SGD","gene",45015,46217,NA,"+",NA,"ID=YGL243W;Name=YGL243W;gene=TAD1;Alias=TAD1;Ontology_term=GO:0005634,GO:0008251,GO:0006400,GO:0003723,GO:0004000,GO:0006396,GO:0008033,GO:0008270,GO:0016787,GO:0046872;Note=tRNA-specific%20adenosine%20deaminase%2C%20deaminates%20adenosine-37%20to%20inosine%20in%20tRNA-Ala;dbxref=SGD:S000003212;orf_classification=Verified","YGL243W"
"5196","chr07","SGD","gene",46360,46905,NA,"-",NA,"ID=YGL242C;Name=YGL242C;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20deletion%20mutant%20is%20viable;dbxref=SGD:S000003211;orf_classification=Uncharacterized","YGL242C"
"5198","chr07","SGD","gene",47153,50167,NA,"+",NA,"ID=YGL241W;Name=YGL241W;gene=KAP114;Alias=KAP114;Ontology_term=GO:0008320,GO:0005634,GO:0006606,GO:0005737,GO:0000059,GO:0005488,GO:0005643,GO:0006810,GO:0006886,GO:0008565,GO:0015031;Note=Karyopherin%2C%20responsible%20for%20nuclear%20import%20of%20Spt15p%2C%20histones%20H2A%20and%20H2B%2C%20and%20Nap1p%3B%20amino%20terminus%20shows%20similarity%20to%20those%20of%20other%20importins%2C%20particularly%20Cse1p%3B%20localization%20is%20primarily%20nuclear;dbxref=SGD:S000003210;orf_classification=Verified","YGL241W"
"5200","chr07","SGD","gene",50321,51073,NA,"+",NA,"ID=YGL240W;Name=YGL240W;gene=DOC1;Alias=DOC1,APC10;Ontology_term=GO:0000022,GO:0000070,GO:0007091,GO:0008054,GO:0030234,GO:0005739,GO:0031145,GO:0005680,GO:0005634,GO:0006512,GO:0007049,GO:0007067,GO:0030071,GO:0051301;Note=Processivity%20factor%20required%20for%20the%20ubiquitination%20activity%20of%20the%20anaphase%20promoting%20complex%20(APC)%2C%20mediates%20the%20activity%20of%20the%20APC%20by%20contributing%20to%20substrate%20recognition%3B%20involved%20in%20cyclin%20proteolysis;dbxref=SGD:S000003209;orf_classification=Verified","YGL240W"
"5202","chr07","SGD","gene",51139,51453,NA,"-",NA,"ID=YGL239C;Name=YGL239C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20verified%20gene%20CSE1;dbxref=SGD:S000003208;orf_classification=Dubious","YGL239C"
"5204","chr07","SGD","gene",51260,54142,NA,"+",NA,"ID=YGL238W;Name=YGL238W;gene=CSE1;Alias=CSE1,KAP109;Ontology_term=GO:0005635,GO:0006611,GO:0008262,GO:0000059,GO:0005488,GO:0005634,GO:0005643,GO:0005737,GO:0006810,GO:0006886,GO:0006915,GO:0007049,GO:0007067,GO:0008283,GO:0008565,GO:0015031,GO:0051301;Note=Nuclear%20envelope%20protein%20that%20mediates%20the%20nuclear%20export%20of%20importin%20alpha%20(Srp1p)%2C%20homolog%20of%20metazoan%20CAS%20protein%2C%20required%20for%20accurate%20chromosome%20segregation;dbxref=SGD:S000003207;orf_classification=Verified","YGL238W"
"5206","chr07","SGD","gene",54439,55236,NA,"-",NA,"ID=YGL237C;Name=YGL237C;gene=HAP2;Alias=HAP2;Ontology_term=GO:0006350,GO:0016602,GO:0016563,GO:0006109,GO:0005634,GO:0003677,GO:0003700,GO:0006355;Note=Subunit%20of%20the%20heme-activated%2C%20glucose-repressed%20Hap2p%2F3p%2F4p%2F5p%20CCAAT-binding%20complex%2C%20a%20transcriptional%20activator%20and%20global%20regulator%20of%20respiratory%20gene%20expression%3B%20contains%20sequences%20sufficient%20for%20both%20complex%20assembly%20and%20DNA%20binding;dbxref=SGD:S000003206;orf_classification=Verified","YGL237C"
"5208","chr07","SGD","gene",55495,57504,NA,"-",NA,"ID=YGL236C;Name=YGL236C;gene=MTO1;Alias=MTO1,IPS1;Ontology_term=GO:0005739,GO:0006412,GO:0003674,GO:0006400,GO:0042493,GO:0008033,GO:0050660;Note=Mitochondrial%20protein%2C%20forms%20a%20heterodimer%20complex%20with%20Mss1p%20that%20performs%20the%205-carboxymethylaminomethyl%20modification%20of%20the%20wobble%20uridine%20base%20in%20mitochondrial%20tRNAs%3B%20required%20for%20respiration%20in%20paromomycin-resistant%2015S%20rRNA%20mutants;dbxref=SGD:S000003205;orf_classification=Verified","YGL236C"
"5210","chr07","SGD","gene",56987,57523,NA,"+",NA,"ID=YGL235W;Name=YGL235W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000003204;orf_classification=Uncharacterized","YGL235W"
"5212","chr07","SGD","gene",58190,60598,NA,"+",NA,"ID=YGL234W;Name=YGL234W;gene=ADE5%2C7;Alias=ADE5,7;Ontology_term=GO:0004637,GO:0004641,GO:0006144,GO:0006164,GO:0006189,GO:0005737,GO:0000166,GO:0003824,GO:0005524,GO:0009113,GO:0016874;Note=Bifunctional%20enzyme%20of%20the%20'de%20novo'%20purine%20nucleotide%20biosynthetic%20pathway%2C%20contains%20aminoimidazole%20ribotide%20synthetase%20and%20glycinamide%20ribotide%20synthetase%20activities;dbxref=SGD:S000003203;orf_classification=Verified","YGL234W"
"5214","chr07","SGD","gene",60830,63562,NA,"+",NA,"ID=YGL233W;Name=YGL233W;gene=SEC15;Alias=SEC15;Ontology_term=GO:0000145,GO:0006893,GO:0006904,GO:0006906,GO:0007121,GO:0005515,GO:0000910,GO:0005934,GO:0006810,GO:0006887,GO:0015031;Note=Essential%20113kDa%20subunit%20of%20the%20exocyst%20complex%20(Sec3p%2C%20Sec5p%2C%20Sec6p%2C%20Sec8p%2C%20Sec10p%2C%20Sec15p%2C%20Exo70p%2C%20and%20Exo84p)%2C%20which%20mediates%20polarized%20targeting%20of%20vesicles%20to%20active%20sites%20of%20exocytosis%3B%20Sec15p%20associates%20with%20Sec4p%20and%20vesicles;dbxref=SGD:S000003202;orf_classification=Verified","YGL233W"
"5216","chr07","SGD","gene",63783,64710,NA,"+",NA,"ID=YGL232W;Name=YGL232W;gene=TAN1;Alias=TAN1;Ontology_term=GO:0005737,GO:0005634,GO:0003723,GO:0006400,GO:0008033,GO:0008415,GO:0016740;Note=Putative%20tRNA%20acetyltransferase%2C%20RNA-binding%20protein%20required%20for%20the%20formation%20of%20the%20modified%20nucleoside%20N(4)-acetylcytidine%20in%20serine%20and%20leucine%20tRNAs%20but%20not%20required%20for%20the%20same%20modification%20in%2018S%20rRNA;dbxref=SGD:S000003201;orf_classification=Verified","YGL232W"
"5220","chr07","SGD","gene",64756,65328,NA,"-",NA,"ID=YGL231C;Name=YGL231C;Ontology_term=GO:0003674,GO:0005783,GO:0008150,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20endoplasmic%20reticulum;dbxref=SGD:S000003200;orf_classification=Uncharacterized","YGL231C"
"5222","chr07","SGD","gene",65480,65923,NA,"-",NA,"ID=YGL230C;Name=YGL230C;Ontology_term=GO:0008150,GO:0005575,GO:0003674,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20non-essential%20gene;dbxref=SGD:S000003199;orf_classification=Uncharacterized","YGL230C"
"5226","chr07","SGD","gene",66211,68667,NA,"-",NA,"ID=YGL229C;Name=YGL229C;gene=SAP4;Alias=SAP4;Ontology_term=GO:0000082,GO:0005737,GO:0004722,GO:0005739,GO:0007049;Note=Protein%20required%20for%20function%20of%20the%20Sit4p%20protein%20phosphatase%2C%20member%20of%20a%20family%20of%20similar%20proteins%20that%20form%20complexes%20with%20Sit4p%2C%20including%20Sap155p%2C%20Sap185p%2C%20and%20Sap190p;dbxref=SGD:S000003198;orf_classification=Verified","YGL229C"
"5228","chr07","SGD","gene",69306,71039,NA,"+",NA,"ID=YGL228W;Name=YGL228W;gene=SHE10;Alias=SHE10;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Putative%20glycosylphosphatidylinositol%20(GPI)-anchored%20protein%20of%20unknown%20function%3B%20overexpression%20causes%20growth%20arrest;dbxref=SGD:S000003197;orf_classification=Verified","YGL228W"
"5230","chr07","SGD","gene",71381,74257,NA,"+",NA,"ID=YGL227W;Name=YGL227W;gene=VID30;Alias=VID30,GID1;Ontology_term=GO:0003674,GO:0006808,GO:0045721,GO:0005634,GO:0043161,GO:0007039,GO:0005737,GO:0006512;Note=Protein%20involved%20in%20proteasome-dependent%20catabolite%20degradation%20of%20fructose-1%2C6-bisphosphatase%20(FBPase)%3B%20shifts%20the%20balance%20of%20nitrogen%20metabolism%20toward%20the%20production%20of%20glutamate%3B%20localized%20to%20the%20nucleus%20and%20the%20cytoplasm;dbxref=SGD:S000003196;orf_classification=Verified","YGL227W"
"5232","chr07","SGD","gene",74458,74867,NA,"-",NA,"ID=YGL226C-A;Name=YGL226C-A;gene=OST5;Alias=OST5;Ontology_term=GO:0008250,GO:0006487,GO:0004579,GO:0016020,GO:0016021,GO:0016740;Note=Zeta%20subunit%20of%20the%20oligosaccharyltransferase%20complex%20of%20the%20ER%20lumen%2C%20which%20catalyzes%20asparagine-linked%20glycosylation%20of%20newly%20synthesized%20proteins;dbxref=SGD:S000003194;orf_classification=Verified","YGL226C-A"
"5236","chr07","SGD","gene",75049,75420,NA,"+",NA,"ID=YGL226W;Name=YGL226W;Ontology_term=GO:0003674,GO:0008150,GO:0005739,GO:0004129,GO:0006118;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20mitochondrion;dbxref=SGD:S000003195;orf_classification=Uncharacterized","YGL226W"
"5242","chr07","SGD","gene",78603,79616,NA,"+",NA,"ID=YGL225W;Name=YGL225W;gene=VRG4;Alias=VRG4,VIG4,LDB3,GOG5,VAN2;Ontology_term=GO:0015780,GO:0005338,GO:0005794,GO:0006487,GO:0030259,GO:0005739,GO:0005351,GO:0006810,GO:0016020,GO:0016021;Note=Golgi%20GDP-mannose%20transporter%3B%20regulates%20Golgi%20function%20and%20glycosylation%20in%20Golgi;dbxref=SGD:S000003193;orf_classification=Verified","YGL225W"
"5244","chr07","SGD","gene",79724,80566,NA,"-",NA,"ID=YGL224C;Name=YGL224C;gene=SDT1;Alias=SDT1,SSM1;Ontology_term=GO:0008252,GO:0006206,GO:0005575,GO:0003824,GO:0008152;Note=Pyrimidine%20nucleotidase%3B%20overexpression%20suppresses%20the%206-AU%20sensitivity%20of%20transcription%20elongation%20factor%20S-II%2C%20as%20well%20as%20resistance%20to%20other%20pyrimidine%20derivatives;dbxref=SGD:S000003192;orf_classification=Verified","YGL224C"
"5246","chr07","SGD","gene",80821,82074,NA,"-",NA,"ID=YGL223C;Name=YGL223C;gene=COG1;Alias=COG1,SEC36,LDB11,COD3;Ontology_term=GO:0017119,GO:0006891,GO:0000301,GO:0003674,GO:0006810,GO:0015031,GO:0016020;Note=Essential%20component%20of%20the%20conserved%20oligomeric%20Golgi%20complex%20(Cog1p%20through%20Cog8p)%2C%20a%20cytosolic%20tethering%20complex%20that%20functions%20in%20protein%20trafficking%20to%20mediate%20fusion%20of%20transport%20vesicles%20to%20Golgi%20compartments;dbxref=SGD:S000003191;orf_classification=Verified","YGL223C"
"5248","chr07","SGD","gene",82368,82895,NA,"-",NA,"ID=YGL222C;Name=YGL222C;gene=EDC1;Alias=EDC1;Ontology_term=GO:0000290,GO:0003729,GO:0005737,GO:0000184,GO:0003723,GO:0006397;Note=RNA-binding%20protein%2C%20activates%20mRNA%20decapping%20directly%20by%20binding%20to%20the%20mRNA%20substrate%20and%20enhancing%20the%20activity%20of%20the%20decapping%20proteins%20Dcp1p%20and%20Dcp2p;dbxref=SGD:S000003190;orf_classification=Verified","YGL222C"
"5250","chr07","SGD","gene",83135,84001,NA,"-",NA,"ID=YGL221C;Name=YGL221C;gene=NIF3;Alias=NIF3;Ontology_term=GO:0008150,GO:0003674,GO:0005737,GO:0005739;Note=Protein%20of%20unknown%20function%2C%20similar%20to%20Listeria%20monocytogenes%20major%20sigma%20factor%20(rpoD%20gene%20product)%3B%20the%20authentic%2C%20non-tagged%20protein%20is%20detected%20in%20highly%20purified%20mitochondria%20in%20high-throughput%20studies;dbxref=SGD:S000003189;orf_classification=Verified","YGL221C"
"5252","chr07","SGD","gene",84083,84445,NA,"+",NA,"ID=YGL220W;Name=YGL220W;Ontology_term=GO:0005737,GO:0005634,GO:0003674,GO:0008150;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%20and%20the%20nucleus;dbxref=SGD:S000003188;orf_classification=Uncharacterized","YGL220W"
"5254","chr07","SGD","gene",84587,85966,NA,"-",NA,"ID=YGL219C;Name=YGL219C;gene=MDM34;Alias=MDM34,MMM2;Ontology_term=GO:0003674,GO:0007005,GO:0005737,GO:0005741,GO:0005739,GO:0016020,GO:0016021,GO:0019867;Note=Mitochondrial%20outer%20membrane%20protein%2C%20required%20for%20normal%20mitochondrial%20morphology%20and%20inheritance%3B%20localizes%20to%20dots%20on%20the%20mitochondrial%20surface%20near%20mtDNA%20nucleoids%3B%20interacts%20genetically%20with%20MDM31%20and%20MDM32;dbxref=SGD:S000003187;orf_classification=Verified","YGL219C"
"5256","chr07","SGD","gene",85359,86009,NA,"+",NA,"ID=YGL218W;Name=YGL218W;Alias=SRF1;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%2C%20unlikely%20to%20encode%20a%20protein%3B%20not%20conserved%20in%20closely%20related%20Saccharomyces%20species%3B%2093%25%20of%20ORF%20overlaps%20the%20verified%20gene%20MDM34%3B%20deletion%20in%20cyr1%20mutant%20results%20in%20loss%20of%20stress%20resistance;dbxref=SGD:S000003186;orf_classification=Dubious","YGL218W"
"5258","chr07","SGD","gene",86548,86889,NA,"-",NA,"ID=YGL217C;Name=YGL217C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20verified%20ORF%20KIP3%2FYGL216W;dbxref=SGD:S000003185;orf_classification=Dubious","YGL217C"
"5260","chr07","SGD","gene",86594,89011,NA,"+",NA,"ID=YGL216W;Name=YGL216W;gene=KIP3;Alias=KIP3;Ontology_term=GO:0005871,GO:0005880,GO:0007019,GO:0003777,GO:0005881,GO:0030472,GO:0000132,GO:0030473,GO:0051228,GO:0000166,GO:0003774,GO:0005524,GO:0005874,GO:0005875,GO:0007018;Note=Kinesin-related%20motor%20protein%20involved%20in%20mitotic%20spindle%20positioning;dbxref=SGD:S000003184;orf_classification=Verified","YGL216W"
"5262","chr07","SGD","gene",89690,91048,NA,"+",NA,"ID=YGL215W;Name=YGL215W;gene=CLG1;Alias=CLG1;Ontology_term=GO:0007049,GO:0016538,GO:0000307;Note=Cyclin-like%20protein%20that%20interacts%20with%20Pho85p%3B%20has%20sequence%20similarity%20to%20G1%20cyclins%20PCL1%20and%20PCL2;dbxref=SGD:S000003183;orf_classification=Verified","YGL215W"
"5264","chr07","SGD","gene",91715,92203,NA,"+",NA,"ID=YGL214W;Name=YGL214W;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20deletion%20mutation%20phenotype%20is%20likely%20due%20to%20the%20overlapping%20verified%20ORF%20SKI8%2FYGL213C;dbxref=SGD:S000003182;orf_classification=Dubious","YGL214W"
"5266","chr07","SGD","gene",91762,92955,NA,"-",NA,"ID=YGL213C;Name=YGL213C;gene=SKI8;Alias=SKI8,REC103;Ontology_term=GO:0005737,GO:0006402,GO:0030371,GO:0042138,GO:0000228,GO:0006461,GO:0043330,GO:0005634,GO:0005694,GO:0007126,GO:0009615;Note=Protein%20involved%20in%20exosome%20mediated%203'%20to%205'%20mRNA%20degradation%20and%20translation%20inhibition%20of%20non-poly(A)%20mRNAs%20as%20well%20as%20double-strand%20break%20formation%20during%20meiotic%20recombination%3B%20required%20for%20repressing%20propagation%20of%20dsRNA%20viruses;dbxref=SGD:S000003181;orf_classification=Verified","YGL213C"
"5268","chr07","SGD","gene",93140,94090,NA,"+",NA,"ID=YGL212W;Name=YGL212W;gene=VAM7;Alias=VAM7,VPS43;Ontology_term=GO:0005484,GO:0006906,GO:0006896,GO:0000329,GO:0000723,GO:0032266,GO:0042144,GO:0005773,GO:0007154,GO:0035091;Note=Component%20of%20the%20vacuole%20SNARE%20complex%20involved%20in%20vacuolar%20morphogenesis%3B%20SNAP-25%20homolog%3B%20functions%20with%20a%20syntaxin%20homolog%20Vam3p%20in%20vacuolar%20protein%20trafficking;dbxref=SGD:S000003180;orf_classification=Verified","YGL212W"
"5270","chr07","SGD","gene",94220,95299,NA,"+",NA,"ID=YGL211W;Name=YGL211W;gene=NCS6;Alias=NCS6,TUC1,YGL210W-A;Ontology_term=GO:0003674,GO:0005739,GO:0032447,GO:0042493,GO:0002098;Note=Protein%20required%20for%20thiolation%20of%20the%20uridine%20at%20the%20wobble%20position%20of%20Gln%2C%20Lys%2C%20and%20Glu%20tRNAs%3B%20has%20a%20role%20in%20urmylation%20and%20in%20invasive%20and%20pseudohyphal%20growth%3B%20inhibits%20replication%20of%20Brome%20mosaic%20virus%20in%20S.%20cerevisiae;dbxref=SGD:S000003179;orf_classification=Verified","YGL211W"
"5272","chr07","SGD","gene",95501,96169,NA,"+",NA,"ID=YGL210W;Name=YGL210W;gene=YPT32;Alias=YPT32;Ontology_term=GO:0016192,GO:0003924,GO:0006887,GO:0005794,GO:0005768,GO:0005741,GO:0000166,GO:0005525,GO:0006810,GO:0007264,GO:0015031;Note=GTPase%20of%20the%20Ypt%2FRab%20family%2C%20very%20similar%20to%20Ypt31p%3B%20involved%20in%20the%20exocytic%20pathway%3B%20mediates%20intra-Golgi%20traffic%20or%20the%20budding%20of%20post-Golgi%20vesicles%20from%20the%20trans-Golgi;dbxref=SGD:S000003178;orf_classification=Verified","YGL210W"
"5274","chr07","SGD","gene",97563,98711,NA,"+",NA,"ID=YGL209W;Name=YGL209W;gene=MIG2;Alias=MIG2,MLZ1;Ontology_term=GO:0005634,GO:0043565,GO:0016566,GO:0000433,GO:0003676,GO:0003677,GO:0005622,GO:0005975,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Protein%20containing%20zinc%20fingers%2C%20involved%20in%20repression%2C%20along%20with%20Mig1p%2C%20of%20SUC2%20(invertase)%20expression%20by%20high%20levels%20of%20glucose%3B%20binds%20to%20Mig1p-binding%20sites%20in%20SUC2%20promoter;dbxref=SGD:S000003177;orf_classification=Verified","YGL209W"
"5276","chr07","SGD","gene",99043,100290,NA,"+",NA,"ID=YGL208W;Name=YGL208W;gene=SIP2;Alias=SIP2,SPM2;Ontology_term=GO:0005737,GO:0005886,GO:0001302,GO:0042149,GO:0001403,GO:0004679,GO:0006468,GO:0007165,GO:0043254,GO:0031588,GO:0016020;Note=One%20of%20three%20beta%20subunits%20of%20the%20Snf1%20serine%2Fthreonine%20protein%20kinase%20complex%20involved%20in%20the%20response%20to%20glucose%20starvation%3B%20null%20mutants%20exhibit%20accelerated%20aging%3B%20N-myristoylprotein%20localized%20to%20the%20cytoplasm%20and%20the%20plasma%20membrane;dbxref=SGD:S000003176;orf_classification=Verified","YGL208W"
